id,stcnttr,name,addr,level,dist,score
Census Tract 101,Census Tract 101,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,0.77 miles,8
Census Tract 101,Census Tract 101,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,2.06 miles,Compare
Census Tract 101,Census Tract 101,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,2.31 miles,Compare
Census Tract 101,Census Tract 101,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,2.62 miles,Compare
Census Tract 101,Census Tract 101,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,2.72 miles,8
Census Tract 101,Census Tract 101,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,3.31 miles,4
Census Tract 101,Census Tract 101,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,3.33 miles,Compare
Census Tract 101,Census Tract 101,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,3.38 miles,5
Census Tract 101,Census Tract 101,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,3.38 miles,3
Census Tract 101,Census Tract 101,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,3.4 miles,3
Census Tract 101,Census Tract 101,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,4.01 miles,Compare
Census Tract 101,Census Tract 101,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,4.61 miles,Compare
Census Tract 101,Census Tract 101,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,4.83 miles,10
Census Tract 101,Census Tract 101,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,4.83 miles,5
Census Tract 101,Census Tract 101,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,4.9 miles,8
Census Tract 1011,Census Tract 1011,Nova Education Center,"720 Diablo Boulevard, Novato, CA 94947",K-12,2.5 miles,4
Census Tract 1011,Census Tract 1011,Nexus Academy,"720 Diablo Avenue, Novato, CA 94947",7-10,2.55 miles,Compare
Census Tract 1011,Census Tract 1011,Marin Oaks High School,"720 Diablo Avenue, Novato, CA 94947",9-12,2.77 miles,Compare
Census Tract 1011,Census Tract 1011,Novato High School,"625 Arthur Street, Novato, CA 94947",9-12,2.93 miles,8
Census Tract 1011,Census Tract 1011,San Marin High School-Plus,"15 San Marin Drive, Novato, CA 94945",11-12,3.56 miles,Compare
Census Tract 1011,Census Tract 1011,San Marin High School,"15 San Marin Drive, Novato, CA 94945",9-12,3.61 miles,8
Census Tract 1012,Census Tract 1012,Marin Oaks High School,"720 Diablo Avenue, Novato, CA 94947",9-12,1.74 miles,Compare
Census Tract 1012,Census Tract 1012,Nova Education Center,"720 Diablo Boulevard, Novato, CA 94947",K-12,1.81 miles,4
Census Tract 1012,Census Tract 1012,Nexus Academy,"720 Diablo Avenue, Novato, CA 94947",7-10,1.83 miles,Compare
Census Tract 1012,Census Tract 1012,Novato High School,"625 Arthur Street, Novato, CA 94947",9-12,1.89 miles,8
Census Tract 1012,Census Tract 1012,San Marin High School-Plus,"15 San Marin Drive, Novato, CA 94945",11-12,3.75 miles,Compare
Census Tract 1012,Census Tract 1012,San Marin High School,"15 San Marin Drive, Novato, CA 94945",9-12,3.84 miles,8
Census Tract 102,Census Tract 102,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,0.14 miles,8
Census Tract 102,Census Tract 102,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,1.75 miles,Compare
Census Tract 102,Census Tract 102,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,2.14 miles,8
Census Tract 102,Census Tract 102,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,2.17 miles,Compare
Census Tract 102,Census Tract 102,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,2.28 miles,Compare
Census Tract 102,Census Tract 102,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,3.07 miles,5
Census Tract 102,Census Tract 102,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,3.07 miles,3
Census Tract 102,Census Tract 102,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,3.22 miles,3
Census Tract 102,Census Tract 102,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,3.27 miles,Compare
Census Tract 102,Census Tract 102,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,3.28 miles,4
Census Tract 102,Census Tract 102,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,3.87 miles,Compare
Census Tract 102,Census Tract 102,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,3.94 miles,Compare
Census Tract 102,Census Tract 102,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,4.23 miles,8
Census Tract 102,Census Tract 102,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,4.38 miles,10
Census Tract 102,Census Tract 102,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,4.38 miles,5
Census Tract 102,Census Tract 102,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,4.99 miles,4
Census Tract 1021,Census Tract 1021,San Marin High School-Plus,"15 San Marin Drive, Novato, CA 94945",11-12,1.19 miles,Compare
Census Tract 1021,Census Tract 1021,San Marin High School,"15 San Marin Drive, Novato, CA 94945",9-12,1.19 miles,8
Census Tract 1021,Census Tract 1021,Nova Education Center,"720 Diablo Boulevard, Novato, CA 94947",K-12,2.19 miles,4
Census Tract 1021,Census Tract 1021,Nexus Academy,"720 Diablo Avenue, Novato, CA 94947",7-10,2.23 miles,Compare
Census Tract 1021,Census Tract 1021,Marin Oaks High School,"720 Diablo Avenue, Novato, CA 94947",9-12,2.79 miles,Compare
Census Tract 1021,Census Tract 1021,Novato High School,"625 Arthur Street, Novato, CA 94947",9-12,2.88 miles,8
Census Tract 1022.02,Census Tract 1022.02,San Marin High School-Plus,"15 San Marin Drive, Novato, CA 94945",11-12,0.98 miles,Compare
Census Tract 1022.02,Census Tract 1022.02,San Marin High School,"15 San Marin Drive, Novato, CA 94945",9-12,1.07 miles,8
Census Tract 1022.02,Census Tract 1022.02,Nova Education Center,"720 Diablo Boulevard, Novato, CA 94947",K-12,1.49 miles,4
Census Tract 1022.02,Census Tract 1022.02,Nexus Academy,"720 Diablo Avenue, Novato, CA 94947",7-10,1.53 miles,Compare
Census Tract 1022.02,Census Tract 1022.02,Marin Oaks High School,"720 Diablo Avenue, Novato, CA 94947",9-12,2.1 miles,Compare
Census Tract 1022.02,Census Tract 1022.02,Novato High School,"625 Arthur Street, Novato, CA 94947",9-12,2.16 miles,8
Census Tract 1022.03,Census Tract 1022.03,Nova Education Center,"720 Diablo Boulevard, Novato, CA 94947",K-12,0.87 miles,4
Census Tract 1022.03,Census Tract 1022.03,Nexus Academy,"720 Diablo Avenue, Novato, CA 94947",7-10,0.92 miles,Compare
Census Tract 1022.03,Census Tract 1022.03,Marin Oaks High School,"720 Diablo Avenue, Novato, CA 94947",9-12,1.36 miles,Compare
Census Tract 1022.03,Census Tract 1022.03,Novato High School,"625 Arthur Street, Novato, CA 94947",9-12,1.49 miles,8
Census Tract 1022.03,Census Tract 1022.03,San Marin High School-Plus,"15 San Marin Drive, Novato, CA 94945",11-12,2.22 miles,Compare
Census Tract 1022.03,Census Tract 1022.03,San Marin High School,"15 San Marin Drive, Novato, CA 94945",9-12,2.31 miles,8
Census Tract 103,Census Tract 103,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,0.47 miles,8
Census Tract 103,Census Tract 103,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,1.54 miles,Compare
Census Tract 103,Census Tract 103,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,1.89 miles,Compare
Census Tract 103,Census Tract 103,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,2.1 miles,Compare
Census Tract 103,Census Tract 103,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,2.23 miles,8
Census Tract 103,Census Tract 103,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,2.88 miles,5
Census Tract 103,Census Tract 103,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,2.88 miles,3
Census Tract 103,Census Tract 103,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,2.9 miles,4
Census Tract 103,Census Tract 103,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,2.91 miles,Compare
Census Tract 103,Census Tract 103,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,2.93 miles,3
Census Tract 103,Census Tract 103,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,3.56 miles,Compare
Census Tract 103,Census Tract 103,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,4.19 miles,Compare
Census Tract 103,Census Tract 103,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,4.31 miles,10
Census Tract 103,Census Tract 103,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,4.31 miles,5
Census Tract 103,Census Tract 103,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,4.51 miles,8
Census Tract 103,Census Tract 103,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,4.65 miles,4
Census Tract 1031,Census Tract 1031,San Marin High School,"15 San Marin Drive, Novato, CA 94945",9-12,2.09 miles,8
Census Tract 1031,Census Tract 1031,San Marin High School-Plus,"15 San Marin Drive, Novato, CA 94945",11-12,2.14 miles,Compare
Census Tract 1031,Census Tract 1031,Nova Education Center,"720 Diablo Boulevard, Novato, CA 94947",K-12,4.16 miles,4
Census Tract 1031,Census Tract 1031,Nexus Academy,"720 Diablo Avenue, Novato, CA 94947",7-10,4.17 miles,Compare
Census Tract 1031,Census Tract 1031,Novato High School,"625 Arthur Street, Novato, CA 94947",9-12,4.57 miles,8
Census Tract 1031,Census Tract 1031,Marin Oaks High School,"720 Diablo Avenue, Novato, CA 94947",9-12,4.61 miles,Compare
Census Tract 1032,Census Tract 1032,Nexus Academy,"720 Diablo Avenue, Novato, CA 94947",7-10,0.6 miles,Compare
Census Tract 1032,Census Tract 1032,Nova Education Center,"720 Diablo Boulevard, Novato, CA 94947",K-12,0.61 miles,4
Census Tract 1032,Census Tract 1032,Novato High School,"625 Arthur Street, Novato, CA 94947",9-12,1.01 miles,8
Census Tract 1032,Census Tract 1032,Marin Oaks High School,"720 Diablo Avenue, Novato, CA 94947",9-12,1.01 miles,Compare
Census Tract 1032,Census Tract 1032,San Marin High School-Plus,"15 San Marin Drive, Novato, CA 94945",11-12,1.89 miles,Compare
Census Tract 1032,Census Tract 1032,San Marin High School,"15 San Marin Drive, Novato, CA 94945",9-12,2.01 miles,8
Census Tract 104,Census Tract 104,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,0.91 miles,8
Census Tract 104,Census Tract 104,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,1.76 miles,Compare
Census Tract 104,Census Tract 104,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,1.87 miles,Compare
Census Tract 104,Census Tract 104,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,2.39 miles,Compare
Census Tract 104,Census Tract 104,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,2.6 miles,8
Census Tract 104,Census Tract 104,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,2.86 miles,4
Census Tract 104,Census Tract 104,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,2.89 miles,Compare
Census Tract 104,Census Tract 104,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,3.0 miles,3
Census Tract 104,Census Tract 104,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,3.05 miles,5
Census Tract 104,Census Tract 104,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,3.05 miles,3
Census Tract 104,Census Tract 104,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,3.59 miles,Compare
Census Tract 104,Census Tract 104,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,4.56 miles,10
Census Tract 104,Census Tract 104,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,4.56 miles,5
Census Tract 104,Census Tract 104,S.F. County Special Education School,"750 25th Ave, San Francisco, CA 94121",K-12,4.62 miles,Compare
Census Tract 104,Census Tract 104,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,4.65 miles,4
Census Tract 104,Census Tract 104,Washington (George) High School,"600 32nd Avenue, San Francisco, CA 94121",9-12,4.95 miles,8
Census Tract 1041.01,Census Tract 1041.01,Novato High School,"625 Arthur Street, Novato, CA 94947",9-12,0.79 miles,8
Census Tract 1041.01,Census Tract 1041.01,Marin Oaks High School,"720 Diablo Avenue, Novato, CA 94947",9-12,0.85 miles,Compare
Census Tract 1041.01,Census Tract 1041.01,Nexus Academy,"720 Diablo Avenue, Novato, CA 94947",7-10,1.42 miles,Compare
Census Tract 1041.01,Census Tract 1041.01,Nova Education Center,"720 Diablo Boulevard, Novato, CA 94947",K-12,1.46 miles,4
Census Tract 1041.01,Census Tract 1041.01,San Marin High School-Plus,"15 San Marin Drive, Novato, CA 94945",11-12,3.66 miles,Compare
Census Tract 1041.01,Census Tract 1041.01,San Marin High School,"15 San Marin Drive, Novato, CA 94945",9-12,3.78 miles,8
Census Tract 1041.01,Census Tract 1041.01,Marin County Special Education School,"1111 Las Gallinas Avenue, San Rafael, CA 94913",K-12,4.66 miles,3
Census Tract 1041.01,Census Tract 1041.01,Marin County Rop School,"1111 Las Gallinas Avenue, San Rafael, CA 94913",9-12,4.66 miles,Compare
Census Tract 1041.02,Census Tract 1041.02,Marin Oaks High School,"720 Diablo Avenue, Novato, CA 94947",9-12,0.7 miles,Compare
Census Tract 1041.02,Census Tract 1041.02,Novato High School,"625 Arthur Street, Novato, CA 94947",9-12,0.76 miles,8
Census Tract 1041.02,Census Tract 1041.02,Nexus Academy,"720 Diablo Avenue, Novato, CA 94947",7-10,1.18 miles,Compare
Census Tract 1041.02,Census Tract 1041.02,Nova Education Center,"720 Diablo Boulevard, Novato, CA 94947",K-12,1.2 miles,4
Census Tract 1041.02,Census Tract 1041.02,San Marin High School-Plus,"15 San Marin Drive, Novato, CA 94945",11-12,3.5 miles,Compare
Census Tract 1041.02,Census Tract 1041.02,San Marin High School,"15 San Marin Drive, Novato, CA 94945",9-12,3.61 miles,8
Census Tract 1042,Census Tract 1042,Novato High School,"625 Arthur Street, Novato, CA 94947",9-12,2.03 miles,8
Census Tract 1042,Census Tract 1042,Marin Oaks High School,"720 Diablo Avenue, Novato, CA 94947",9-12,2.15 miles,Compare
Census Tract 1042,Census Tract 1042,Nexus Academy,"720 Diablo Avenue, Novato, CA 94947",7-10,2.67 miles,Compare
Census Tract 1042,Census Tract 1042,Nova Education Center,"720 Diablo Boulevard, Novato, CA 94947",K-12,2.73 miles,4
Census Tract 1042,Census Tract 1042,Marin County Special Education School,"1111 Las Gallinas Avenue, San Rafael, CA 94913",K-12,3.37 miles,3
Census Tract 1042,Census Tract 1042,Marin County Rop School,"1111 Las Gallinas Avenue, San Rafael, CA 94913",9-12,3.37 miles,Compare
Census Tract 1042,Census Tract 1042,Terra Linda High School,"320 Nova Albion Way, San Rafael, CA 94903",9-12,4.33 miles,6
Census Tract 1042,Census Tract 1042,Marin School of Environmental Leadership,"320 Nova Albion Way, San Rafael, CA 94903",9-12,4.36 miles,Compare
Census Tract 1042,Census Tract 1042,San Marin High School-Plus,"15 San Marin Drive, Novato, CA 94945",11-12,4.67 miles,Compare
Census Tract 1042,Census Tract 1042,San Marin High School,"15 San Marin Drive, Novato, CA 94945",9-12,4.8 miles,8
Census Tract 1043,Census Tract 1043,WebDriverException,0,0,0,0
Census Tract 1043,Census Tract 1043,UnexpectedAlertPresentException,0,0,0,0
Census Tract 105,Census Tract 105,Galileo High School,"1150 Francisco Street, San Francisco, CA 94109",9-12,1.49 miles,8
Census Tract 105,Census Tract 105,San Francisco County Rop School,"750 25th Avenue, San Francisco, CA 94121",10-12,1.73 miles,Compare
Census Tract 105,Census Tract 105,S.F. County Civic Center Secondary,"727 Golden Gate Avenue, San Francisco, CA 94102",6-12,1.94 miles,Compare
Census Tract 105,Census Tract 105,Wells (Ida B.) High School,"1099 Hayes Street, San Francisco, CA 94117",9-12,2.63 miles,Compare
Census Tract 105,Census Tract 105,International Studies Academy,"655 De Haro Street, San Francisco, CA 94107",9-12,2.64 miles,4
Census Tract 105,Census Tract 105,Downtown High School,"693 Vermont Street, San Francisco, CA 94107",9-12,2.7 miles,Compare
Census Tract 105,Census Tract 105,O'connell (John) High School,"2355 Folsom Street, San Francisco, CA 94110",9-12,2.93 miles,3
Census Tract 105,Census Tract 105,Wallenberg (Raoul) Traditional High School,"40 Vega Street, San Francisco, CA 94115",9-12,2.97 miles,8
Census Tract 105,Census Tract 105,Mission High School,"3750 18th Street, San Francisco, CA 94114",9-12,3.11 miles,5
Census Tract 105,Census Tract 105,S.F. International High School,"1050 York Street, San Francisco, CA 94110",9-12,3.11 miles,3
Census Tract 105,Census Tract 105,S.F. County Opportunity (Hilltop) School,"1325 Florida St, San Francisco, CA 94110",6-12,3.45 miles,Compare
Census Tract 105,Census Tract 105,Marshall (Thurgood) High School,"45 Conkling Street, San Francisco, CA, San Francisco, CA 94124",9-12,4.44 miles,4
Census Tract 105,Census Tract 105,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.","555 Portola Drive, San Francisco, CA 94131",9-12,4.71 miles,10
Census Tract 105,Census Tract 105,Academy Of Arts And Sciences,"555 Portola Drive, San Francisco, CA 94131",9-12,4.71 miles,5
Census Tract 1050,Census Tract 1050,Marin County Special Education School,"1111 Las Gallinas Avenue, San Rafael, CA 94913",K-12,3.6 miles,3
Census Tract 1050,Census Tract 1050,Marin County Rop School,"1111 Las Gallinas Avenue, San Rafael, CA 94913",9-12,3.6 miles,Compare
